prefix,number_of_sites,backing_prefix
2607:f740:e05b::/48,3,2607:f740:e05b::/48
2607:f740:e05d::/48,7,2607:f740:e05d::/48
2607:f740:e05e::/48,5,2607:f740:e05e::/48
2607:f740:e060::/48,2,2607:f740:e060::/48
2607:f740:e604::/48,7,2607:f740:e604::/48
2607:f740:e605::/48,5,2607:f740:e605::/48
2607:f740:e60a::/48,9,2607:f740:e60a::/48
2607:f740:e60c::/48,3,2607:f740:e60c::/48
2607:f740:e616::/48,7,2607:f740:e616::/48
2607:f740:e619::/48,6,2607:f740:e619::/48
2607:f740:e61a::/48,6,2607:f740:e61a::/48
2607:f740:e61b::/48,7,2607:f740:e61b::/48
2607:f740:e61c::/48,6,2607:f740:e61c::/48
2607:f740:e621::/48,3,2607:f740:e621::/48
2607:f740:e623::/48,3,2607:f740:e623::/48
2607:f740:e624::/48,3,2607:f740:e624::/48
2607:f740:e625::/48,5,2607:f740:e625::/48
2607:f740:e626::/48,39,2607:f740:e626::/48
2607:f740:e627::/48,3,2607:f740:e627::/48
2607:f740:e628::/48,5,2607:f740:e628::/48
2607:f740:e629::/48,7,2607:f740:e629::/48
2607:f740:e62a::/48,3,2607:f740:e62a::/48
2607:f740:e630::/48,4,2607:f740:e630::/48
2607:f740:e631::/48,5,2607:f740:e631::/48
2607:f740:e632::/48,3,2607:f740:e632::/48
2607:f740:e633::/48,6,2607:f740:e633::/48
2607:f740:e635::/48,11,2607:f740:e635::/48
2607:f740:e636::/48,7,2607:f740:e636::/48
2607:f740:e637::/48,3,2607:f740:e637::/48
2607:f740:e638::/48,11,2607:f740:e638::/48
2607:f740:e639::/48,3,2607:f740:e639::/48
2607:f740:e63a::/48,6,2607:f740:e63a::/48
2607:f740:e63b::/48,7,2607:f740:e63b::/48
2607:f740:e641::/48,5,2607:f740:e641::/48
2607:f740:e642::/48,6,2607:f740:e642::/48
2607:f740:e645::/48,5,2607:f740:e645::/48
2607:f740:e647::/48,5,2607:f740:e647::/48
2607:f740:e648::/48,3,2607:f740:e648::/48
2607:f740:e649::/48,3,2607:f740:e649::/48
2607:f740:e64b::/48,3,2607:f740:e64b::/48
2607:f740:e64c::/48,4,2607:f740:e64c::/48
2607:f740:e64d::/48,3,2607:f740:e64d::/48
2607:f740:e64e::/48,4,2607:f740:e64e::/48
2607:f740:e64f::/48,5,2607:f740:e64f::/48
2607:f740:e650::/48,5,2607:f740:e650::/48
2607:f740:e651::/48,7,2607:f740:e651::/48
2607:f740:e652::/48,3,2607:f740:e652::/48
2607:f740:e653::/48,4,2607:f740:e653::/48
2607:f740:e654::/48,4,2607:f740:e654::/48
2607:f740:e655::/48,3,2607:f740:e655::/48
2607:f740:e657::/48,3,2607:f740:e657::/48
2607:f740:e658::/48,4,2607:f740:e658::/48
2607:f740:e659::/48,4,2607:f740:e659::/48
2607:f740:e662::/48,22,2607:f740:e662::/48
2607:f740:e663::/48,27,2607:f740:e663::/48
2607:f750:fe01::/48,5,2607:f750:fe01::/48
2607:f750:fe02::/48,5,2607:f750:fe02::/48
2607:f7c0:8001::/48,20,2607:f7c0:8001::/48
2607:f7c0:8002::/48,20,2607:f7c0:8002::/48
2607:f7c8:700::/48,3,2607:f7c8:700::/48
2607:f8b0:4812::/48,27,2607:f8b0::/32
2607:fad0::/48,16,2607:fad0::/48
2607:fae0:f001::/48,10,2607:fae0:f001::/48
2607:fae0:f00c::/48,10,2607:fae0:f00c::/48
2607:fae0:f00d::/48,10,2607:fae0:f00d::/48
2607:fc48:bc4b::/48,10,2607:fc48:bc4b::/48
2607:fc48:bc4d::/48,8,2607:fc48:bc4d::/48
2607:fcf0:30::/48,9,2607:fcf0:30::/44
2607:fcf0:40::/48,7,2607:fcf0:40::/44
2607:fdf8:da::/48,2,2607:fdf8::/32
2607:fdf8:dc::/48,2,2607:fdf8::/32
2607:fe90:8000::/48,16,2607:fe90:8000::/48
2607:fe90:8001::/48,16,2607:fe90:8001::/48
2610:128::/48,3,2610:128::/32
2610:1c8:1b::/48,15,2610:1c8:1b::/48
2610:1c8:b001::/48,16,2610:1c8:b001::/48
2610:1c8:b002::/48,16,2610:1c8:b002::/48
2610:1c8:b003::/48,17,2610:1c8:b003::/48
2610:1c8:b004::/48,17,2610:1c8:b004::/48
2610:20:6fcd::/48,52,2610:20:6fcd::/48
2610:a1:1001::/48,23,2610:a1:1001::/48
2610:a1:1002::/48,22,2610:a1:1002::/48
2610:a1:1003::/48,21,2610:a1:1003::/48
2610:a1:1004::/48,22,2610:a1:1004::/48
2610:a1:1007::/48,23,2610:a1:1007::/48
2610:a1:1008::/48,19,2610:a1:1008::/48
2610:a1:1009::/48,21,2610:a1:1009::/48
2610:a1:1010::/48,21,2610:a1:1010::/48
2610:a1:1011::/48,21,2610:a1:1011::/48
2610:a1:1012::/48,22,2610:a1:1012::/48
2610:a1:1013::/48,20,2610:a1:1013::/48
2610:a1:1014::/48,22,2610:a1:1014::/48
2610:a1:1015::/48,21,2610:a1:1015::/48
2610:a1:1016::/48,20,2610:a1:1016::/48
2610:a1:1017::/48,22,2610:a1:1017::/48
2610:a1:1018::/48,21,2610:a1:1018::/48
2610:a1:1019::/48,19,2610:a1:1019::/48
2610:a1:1021::/48,23,2610:a1:1021::/48
2610:a1:1022::/48,21,2610:a1:1022::/48
2610:a1:1023::/48,22,2610:a1:1023::/48
2610:a1:1024::/48,22,2610:a1:1024::/48
2610:a1:1025::/48,20,2610:a1:1025::/48
2610:a1:1030::/48,21,2610:a1:1030::/48
2610:a1:1031::/48,20,2610:a1:1031::/48
2610:a1:1032::/48,21,2610:a1:1032::/48
2610:a1:1033::/48,21,2610:a1:1033::/48
2610:a1:1034::/48,21,2610:a1:1034::/48
2610:a1:1035::/48,21,2610:a1:1035::/48
2610:a1:1071::/48,22,2610:a1:1071::/48
2610:a1:1072::/48,22,2610:a1:1072::/48
2610:a1:1073::/48,20,2610:a1:1073::/48
2610:a1:1074::/48,21,2610:a1:1074::/48
2610:a1:1075::/48,20,2610:a1:1075::/48
2610:a1:1076::/48,22,2610:a1:1076::/48
2610:a1:1079::/48,20,2610:a1:1079::/48
2610:a1:1080::/48,21,2610:a1:1080::/48
2610:a1:1081::/48,21,2610:a1:1081::/48
2610:a1:1082::/48,21,2610:a1:1082::/48
2610:a1:3094::/48,15,2610:a1:3094::/48
2610:a1:3101::/48,11,2610:a1:3100::/40
2610:a1:3102::/48,11,2610:a1:3100::/40
2610:a1:3103::/48,11,2610:a1:3100::/40
2610:a1:3104::/48,11,2610:a1:3100::/40
2610:a1:3105::/48,11,2610:a1:3100::/40
2610:a1:3106::/48,11,2610:a1:3100::/40
2610:a1:3107::/48,11,2610:a1:3100::/40
2610:a1:3108::/48,11,2610:a1:3100::/40
2610:a1:3109::/48,11,2610:a1:3100::/40
2610:a1:310a::/48,11,2610:a1:3100::/40
2610:a1:310b::/48,11,2610:a1:3100::/40
2610:a1:310c::/48,11,2610:a1:3100::/40
2610:a1:310d::/48,11,2610:a1:3100::/40
2610:a1:310e::/48,11,2610:a1:3100::/40
2610:a1:310f::/48,11,2610:a1:3100::/40
2610:a1:3110::/48,11,2610:a1:3100::/40
2610:a1:3111::/48,11,2610:a1:3100::/40
2610:a1:3112::/48,11,2610:a1:3100::/40
2610:a1:3113::/48,11,2610:a1:3100::/40
2610:a1:3114::/48,11,2610:a1:3100::/40
2610:a1:311e::/48,11,2610:a1:3100::/40
2610:a1:311f::/48,11,2610:a1:3100::/40
2610:a1:3120::/48,11,2610:a1:3100::/40
2610:a1:3121::/48,11,2610:a1:3100::/40
2610:a1:3122::/48,11,2610:a1:3100::/40
2610:a1:3123::/48,11,2610:a1:3100::/40
2610:a1:3124::/48,11,2610:a1:3100::/40
2610:a1:3125::/48,11,2610:a1:3100::/40
2610:a1:3126::/48,11,2610:a1:3100::/40
2610:a1:3127::/48,11,2610:a1:3100::/40
2610:a1:3128::/48,11,2610:a1:3100::/40
2610:a1:3129::/48,11,2610:a1:3100::/40
2610:a1:312a::/48,11,2610:a1:3100::/40
2610:a1:312b::/48,11,2610:a1:3100::/40
2610:a1:312c::/48,11,2610:a1:3100::/40
2610:a1:312d::/48,11,2610:a1:3100::/40
2610:a1:312e::/48,11,2610:a1:3100::/40
2610:a1:312f::/48,11,2610:a1:3100::/40
2610:a1:3130::/48,11,2610:a1:3100::/40
2610:a1:3131::/48,11,2610:a1:3100::/40
2610:a1:3132::/48,11,2610:a1:3100::/40
2610:a1:3133::/48,11,2610:a1:3100::/40
2610:a1:3134::/48,11,2610:a1:3100::/40
2610:a1:3135::/48,11,2610:a1:3100::/40
2610:a1:3136::/48,11,2610:a1:3100::/40
2610:a1:3137::/48,11,2610:a1:3100::/40
2610:a1:3138::/48,11,2610:a1:3100::/40
2610:a1:3139::/48,11,2610:a1:3100::/40
2610:a1:313a::/48,11,2610:a1:3100::/40
2610:a1:313b::/48,11,2610:a1:3100::/40
2610:a1:313c::/48,11,2610:a1:3100::/40
2610:a1:313d::/48,11,2610:a1:3100::/40
2610:a1:313e::/48,11,2610:a1:3100::/40
2610:a1:313f::/48,11,2610:a1:3100::/40
2610:a1:3140::/48,11,2610:a1:3100::/40
2610:a1:3141::/48,11,2610:a1:3100::/40
2610:a1:3142::/48,11,2610:a1:3100::/40
2610:a1:3143::/48,11,2610:a1:3100::/40
2610:a1:3144::/48,11,2610:a1:3100::/40
2610:a1:3145::/48,11,2610:a1:3100::/40
2610:a1:3146::/48,11,2610:a1:3100::/40
2610:a1:3147::/48,11,2610:a1:3100::/40
2610:a1:3148::/48,11,2610:a1:3100::/40
2610:a1:3149::/48,11,2610:a1:3100::/40
2610:a1:314a::/48,11,2610:a1:3100::/40
2610:a1:314b::/48,11,2610:a1:3100::/40
2610:a1:314c::/48,11,2610:a1:3100::/40
2610:a1:314d::/48,11,2610:a1:3100::/40
2610:a1:314e::/48,11,2610:a1:3100::/40
2610:a1:314f::/48,11,2610:a1:3100::/40
2610:a1:3150::/48,11,2610:a1:3100::/40
2610:a1:3151::/48,11,2610:a1:3100::/40
2610:a1:3152::/48,11,2610:a1:3100::/40
2610:a1:3153::/48,11,2610:a1:3100::/40
2610:a1:3154::/48,11,2610:a1:3100::/40
2610:a1:3155::/48,11,2610:a1:3100::/40
2610:a1:3156::/48,11,2610:a1:3100::/40
2610:a1:3157::/48,11,2610:a1:3100::/40
2610:a1:3158::/48,11,2610:a1:3100::/40
2610:a1:3159::/48,11,2610:a1:3100::/40
2610:a1:315a::/48,11,2610:a1:3100::/40
2610:a1:315b::/48,11,2610:a1:3100::/40
2610:a1:315c::/48,11,2610:a1:3100::/40
2610:a1:315d::/48,11,2610:a1:3100::/40
2610:a1:315e::/48,11,2610:a1:3100::/40
2610:a1:315f::/48,11,2610:a1:3100::/40
2610:a1:3160::/48,11,2610:a1:3100::/40
2610:a1:3161::/48,11,2610:a1:3100::/40
2610:a1:3162::/48,11,2610:a1:3100::/40
2610:a1:3163::/48,11,2610:a1:3100::/40
2610:a1:3165::/48,11,2610:a1:3100::/40
2610:a1:3167::/48,11,2610:a1:3100::/40
2610:a1:3168::/48,11,2610:a1:3100::/40
2610:a1:3169::/48,11,2610:a1:3100::/40
2610:a1:316a::/48,11,2610:a1:3100::/40
2610:a1:316b::/48,11,2610:a1:3100::/40
2610:a1:316d::/48,11,2610:a1:3100::/40
2610:a1:316e::/48,11,2610:a1:3100::/40
2610:a1:316f::/48,11,2610:a1:3100::/40
2610:a1:3170::/48,11,2610:a1:3100::/40
2610:a1:3171::/48,11,2610:a1:3100::/40
2610:a1:3172::/48,11,2610:a1:3100::/40
2610:a1:3173::/48,11,2610:a1:3100::/40
2610:a1:3180::/48,11,2610:a1:3100::/40
2610:a1:3182::/48,11,2610:a1:3100::/40
2610:a1:3183::/48,11,2610:a1:3100::/40
2610:a1:31d1::/48,11,2610:a1:3100::/40
2610:a1:31d2::/48,11,2610:a1:3100::/40
2610:a1:3201::/48,10,2610:a1:3200::/40
2610:a1:3203::/48,10,2610:a1:3200::/40
2610:a1:3204::/48,10,2610:a1:3200::/40
2610:a1:3206::/48,10,2610:a1:3200::/40
2610:a1:3207::/48,10,2610:a1:3200::/40
2610:a1:3208::/48,10,2610:a1:3200::/40
2610:a1:3209::/48,10,2610:a1:3200::/40
2610:a1:320a::/48,10,2610:a1:3200::/40
2610:a1:320b::/48,10,2610:a1:3200::/40
2610:a1:320c::/48,10,2610:a1:3200::/40
2610:a1:320d::/48,10,2610:a1:3200::/40
2610:a1:320e::/48,10,2610:a1:3200::/40
2610:a1:320f::/48,10,2610:a1:3200::/40
2610:a1:3210::/48,10,2610:a1:3200::/40
2610:a1:3211::/48,10,2610:a1:3200::/40
2610:a1:3212::/48,10,2610:a1:3200::/40
2610:a1:3214::/48,10,2610:a1:3200::/40
2610:a1:321e::/48,10,2610:a1:3200::/40
2610:a1:3220::/48,10,2610:a1:3200::/40
2610:a1:3221::/48,10,2610:a1:3200::/40
2610:a1:3222::/48,10,2610:a1:3200::/40
2610:a1:3223::/48,10,2610:a1:3200::/40
2610:a1:3224::/48,10,2610:a1:3200::/40
2610:a1:3225::/48,10,2610:a1:3200::/40
2610:a1:3226::/48,10,2610:a1:3200::/40
2610:a1:3227::/48,10,2610:a1:3200::/40
2610:a1:3229::/48,10,2610:a1:3200::/40
2610:a1:322a::/48,10,2610:a1:3200::/40
2610:a1:322b::/48,10,2610:a1:3200::/40
2610:a1:322c::/48,10,2610:a1:3200::/40
2610:a1:322d::/48,10,2610:a1:3200::/40
2610:a1:322e::/48,10,2610:a1:3200::/40
2610:a1:322f::/48,10,2610:a1:3200::/40
2610:a1:3230::/48,10,2610:a1:3200::/40
2610:a1:3231::/48,10,2610:a1:3200::/40
2610:a1:3232::/48,10,2610:a1:3200::/40
2610:a1:3234::/48,10,2610:a1:3200::/40
2610:a1:3235::/48,10,2610:a1:3200::/40
2610:a1:3236::/48,10,2610:a1:3200::/40
2610:a1:3237::/48,10,2610:a1:3200::/40
2610:a1:3238::/48,10,2610:a1:3200::/40
2610:a1:323a::/48,10,2610:a1:3200::/40
2610:a1:323b::/48,10,2610:a1:3200::/40
2610:a1:323c::/48,10,2610:a1:3200::/40
2610:a1:323d::/48,10,2610:a1:3200::/40
2610:a1:323e::/48,10,2610:a1:3200::/40
2610:a1:323f::/48,10,2610:a1:3200::/40
2610:a1:3240::/48,10,2610:a1:3200::/40
2610:a1:3241::/48,10,2610:a1:3200::/40
2610:a1:3243::/48,10,2610:a1:3200::/40
2610:a1:3244::/48,10,2610:a1:3200::/40
2610:a1:3246::/48,10,2610:a1:3200::/40
2610:a1:3247::/48,10,2610:a1:3200::/40
2610:a1:3248::/48,10,2610:a1:3200::/40
2610:a1:3249::/48,10,2610:a1:3200::/40
2610:a1:324a::/48,10,2610:a1:3200::/40
2610:a1:324b::/48,10,2610:a1:3200::/40
2610:a1:324e::/48,10,2610:a1:3200::/40
2610:a1:324f::/48,10,2610:a1:3200::/40
2610:a1:3250::/48,10,2610:a1:3200::/40
2610:a1:3251::/48,10,2610:a1:3200::/40
2610:a1:3252::/48,10,2610:a1:3200::/40
2610:a1:3253::/48,10,2610:a1:3200::/40
2610:a1:3255::/48,10,2610:a1:3200::/40
2610:a1:3256::/48,10,2610:a1:3200::/40
2610:a1:3257::/48,10,2610:a1:3200::/40
2610:a1:3258::/48,10,2610:a1:3200::/40
2610:a1:3259::/48,10,2610:a1:3200::/40
2610:a1:325a::/48,10,2610:a1:3200::/40
2610:a1:325b::/48,10,2610:a1:3200::/40
2610:a1:325c::/48,10,2610:a1:3200::/40
2610:a1:325d::/48,10,2610:a1:3200::/40
2610:a1:325e::/48,10,2610:a1:3200::/40
2610:a1:325f::/48,10,2610:a1:3200::/40
2610:a1:3260::/48,10,2610:a1:3200::/40
2610:a1:3261::/48,10,2610:a1:3200::/40
2610:a1:3262::/48,10,2610:a1:3200::/40
2610:a1:3263::/48,10,2610:a1:3200::/40
2610:a1:3265::/48,10,2610:a1:3200::/40
2610:a1:3267::/48,10,2610:a1:3200::/40
2610:a1:3268::/48,10,2610:a1:3200::/40
2610:a1:3269::/48,10,2610:a1:3200::/40
2610:a1:326a::/48,10,2610:a1:3200::/40
2610:a1:326b::/48,10,2610:a1:3200::/40
2610:a1:326d::/48,10,2610:a1:3200::/40
2610:a1:3270::/48,10,2610:a1:3200::/40
2610:a1:3272::/48,10,2610:a1:3200::/40
2610:a1:3273::/48,10,2610:a1:3200::/40
2610:a1:3280::/48,10,2610:a1:3200::/40
2610:a1:3282::/48,10,2610:a1:3200::/40
2610:a1:3283::/48,10,2610:a1:3200::/40
2610:a1:32d1::/48,10,2610:a1:3200::/40
2610:a1:32d2::/48,10,2610:a1:3200::/40
2620:0:2900::/48,2,2620:0:2900::/48
2620:0:2e61::/48,24,2620:0:2e61::/48
2620:0:2e64::/48,42,2620:0:2e64::/48
2620:0:5050::/48,13,2620:0:5050::/48
2620:0:890::/48,36,2620:0:890::/48
2620:0:ccc::/48,30,2620:0:ccc::/48
2620:0:ccd::/48,30,2620:0:ccd::/48
2620:100:403e::/48,52,2620:100:403e::/47
2620:100:403f::/48,52,2620:100:403e::/47
2620:100:6040::/48,21,2620:100:6040::/48
2620:109:c002::/48,2,2620:109:c002::/48
2620:10a:8053::/48,11,2620:10a:8053::/48
2620:10a:8054::/48,2,2620:10a:8054::/48
2620:10a:80a8::/48,5,2620:10a:80a8::/48
2620:10a:80a9::/48,5,2620:10a:80a9::/48
2620:10a:80aa::/48,9,2620:10a:80aa::/48
2620:10a:80ab::/48,11,2620:10a:80ab::/48
2620:10a:80ac::/48,17,2620:10a:80ac::/48
2620:10a:80bb::/48,2,2620:10a:80bb::/48
2620:10a:80bc::/48,2,2620:10a:80bc::/48
2620:10a:80eb::/48,4,2620:10a:80eb::/48
2620:10a:80ec::/48,5,2620:10a:80ec::/48
2620:111:8005::/48,16,2620:111:8005::/48
2620:111:8007::/48,16,2620:111:8007::/48
2620:111:800a::/48,7,2620:111:800a::/48
2620:111:800b::/48,7,2620:111:800b::/48
2620:111:800c::/48,7,2620:111:800c::/48
2620:111:800d::/48,7,2620:111:800d::/48
2620:115:c00f::/48,24,2620:115:c00f::/48
2620:117:bfb0::/48,53,2620:117:bfb0::/44
2620:117:bff0::/48,35,2620:117:bff0::/44
2620:119:17::/48,10,2620:119:17::/48
2620:119:30::/48,31,2620:119:30::/48
2620:119:35::/48,32,2620:119:35::/48
2620:119:53::/48,31,2620:119:53::/48
2620:119:76::/48,10,2620:119:76::/48
2620:119:fc::/48,27,2620:119:fc::/48
2620:11a:c004::/48,35,2620:11a:c004::/48
2620:123:20fb::/48,11,2620:123:20fb::/48
2620:127:f00a::/48,35,2620:127:f00a::/47
2620:127:f00c::/48,53,2620:127:f00c::/47
2620:127:f00e::/48,53,2620:127:f00e::/48
2620:127:f00f::/48,52,2620:127:f00f::/48
2620:129:6000::/48,8,2620:129:6000::/48
2620:12a:8000::/48,36,2620:12a:8000::/44
2620:12a:8001::/48,36,2620:12a:8000::/44
2620:12a:8002::/48,35,2620:12a:8000::/44
2620:12a:8003::/48,36,2620:12a:8000::/44
2620:12a:8004::/48,37,2620:12a:8000::/44
2620:12a:8005::/48,37,2620:12a:8000::/44
2620:12a:8007::/48,37,2620:12a:8000::/44
2620:12a:8008::/48,37,2620:12a:8000::/44
2620:12a:8009::/48,37,2620:12a:8000::/44
2620:12a:800a::/48,36,2620:12a:8000::/44
2620:12a:800b::/48,37,2620:12a:8000::/44
2620:12a:800c::/48,36,2620:12a:8000::/44
2620:12a:800d::/48,37,2620:12a:8000::/44
2620:12a:800f::/48,37,2620:12a:8000::/44
2620:12c:90af::/48,51,2620:12c:90af::/48
2620:12f:c00a::/48,52,2620:12f:c00a::/48
2620:12f:c00c::/48,3,2620:12f:c00c::/48
2620:132:1000::/48,52,2620:132:1000::/48
2620:136:a005::/48,51,2620:136:a005::/48
2620:138:30fe::/48,4,2620:138:30fe::/48
2620:138:30ff::/48,2,2620:138:30ff::/48
2620:138:800e::/48,3,2620:138:800e::/48
2620:138:800f::/48,3,2620:138:800f::/48
2620:149:ae0::/48,22,2620:149:ae0::/48
2620:149:ae1::/48,24,2620:149:ae1::/48
2620:149:ae6::/48,22,2620:149:ae6::/48
2620:149:ae7::/48,22,2620:149:ae7::/48
2620:149:af0::/48,28,2620:149:af0::/48
2620:149:af1::/48,25,2620:149:af1::/48
2620:149:af6::/48,25,2620:149:af6::/48
2620:171:800::/48,45,2620:171:800::/48
2620:171:801::/48,46,2620:171:801::/48
2620:171:802::/48,48,2620:171:802::/48
2620:171:803::/48,48,2620:171:803::/48
2620:171:804::/48,48,2620:171:804::/48
2620:171:805::/48,47,2620:171:805::/48
2620:171:806::/48,45,2620:171:806::/48
2620:171:807::/48,44,2620:171:807::/48
2620:171:808::/48,44,2620:171:808::/48
2620:171:809::/48,28,2620:171:809::/48
2620:171:80a::/48,28,2620:171:80a::/48
2620:171:80b::/48,12,2620:171:80b::/48
2620:171:80c::/48,44,2620:171:80c::/48
2620:171:80d::/48,45,2620:171:80d::/48
2620:171:811::/48,25,2620:171:811::/48
2620:171:812::/48,36,2620:171:812::/48
2620:171:813::/48,35,2620:171:813::/48
2620:171:814::/48,37,2620:171:814::/48
2620:171:815::/48,37,2620:171:815::/48
2620:171:a00::/48,46,2620:171:a00::/48
2620:171:a01::/48,46,2620:171:a01::/48
2620:171:a02::/48,45,2620:171:a02::/48
2620:171:a03::/48,46,2620:171:a03::/48
2620:171:a04::/48,47,2620:171:a04::/48
2620:171:a05::/48,46,2620:171:a05::/48
2620:171:a06::/48,46,2620:171:a06::/48
2620:171:a07::/48,46,2620:171:a07::/48
2620:171:a08::/48,47,2620:171:a08::/48
2620:171:a09::/48,44,2620:171:a09::/48
2620:171:a0a::/48,46,2620:171:a0a::/48
2620:171:a0b::/48,47,2620:171:a0b::/48
2620:171:a0c::/48,46,2620:171:a0c::/48
2620:171:a0d::/48,46,2620:171:a0d::/48
2620:171:a0e::/48,46,2620:171:a0e::/48
2620:171:a0f::/48,46,2620:171:a0f::/48
2620:171:c00::/48,11,2620:171:c00::/48
2620:171:c01::/48,11,2620:171:c01::/48
2620:171:d01::/48,42,2620:171:d01::/48
2620:171:d02::/48,42,2620:171:d02::/48
2620:171:d03::/48,41,2620:171:d03::/48
2620:171:f00::/48,10,2620:171:f00::/48
2620:1d0:5a::/48,24,2620:1d0:5a::/48
2620:1d0:5b::/48,23,2620:1d0:5b::/48
2620:1d0:5c::/48,21,2620:1d0:5c::/48
2620:1d0:5d::/48,22,2620:1d0:5d::/48
2620:1d0:5e::/48,20,2620:1d0:5e::/48
2620:1d0:5f::/48,23,2620:1d0:5f::/48
2620:1ec:12::/48,35,2620:1ec:12::/48
2620:1ec:13::/48,10,2620:1ec:13::/48
2620:1ec:1d::/48,9,2620:1ec:1d::/48
2620:1ec:21::/48,34,2620:1ec:21::/48
2620:1ec:22::/48,8,2620:1ec:22::/48
2620:1ec:23::/48,4,2620:1ec:23::/48
2620:1ec:24::/48,2,2620:1ec:24::/48
2620:1ec:25::/48,24,2620:1ec:25::/48
2620:1ec:28::/48,9,2620:1ec:28::/48
2620:1ec:29::/48,14,2620:1ec::/36
2620:1ec:32::/48,3,2620:1ec::/36
2620:1ec:33::/48,37,2620:1ec::/36
2620:1ec:34::/48,18,2620:1ec:34::/48
2620:1ec:40::/48,12,2620:1ec::/36
2620:1ec:42::/48,32,2620:1ec:42::/48
2620:1ec:43::/48,9,2620:1ec:43::/48
2620:1ec:44::/48,29,2620:1ec:44::/48
2620:1ec:45::/48,9,2620:1ec:45::/48
2620:1ec:46::/48,23,2620:1ec::/36
2620:1ec:47::/48,23,2620:1ec::/36
2620:1ec:48::/48,13,2620:1ec::/36
2620:1ec:49::/48,12,2620:1ec::/36
2620:1ec:4::/48,9,2620:1ec:4::/48
2620:1ec:4a::/48,22,2620:1ec::/36
2620:1ec:4b::/48,22,2620:1ec::/36
2620:1ec:50::/48,38,2620:1ec::/36
2620:1ec:51::/48,9,2620:1ec::/36
2620:1ec:5::/48,6,2620:1ec:5::/48
2620:1ec:6::/48,30,2620:1ec:6::/48
2620:1ec:7::/48,9,2620:1ec:7::/48
2620:1ec:8f0::/48,10,2620:1ec:8f0::/48
2620:1ec:8f8::/48,34,2620:1ec::/36
2620:1ec:8f9::/48,11,2620:1ec:8f9::/48
2620:1ec:8fa::/48,34,2620:1ec::/36
2620:1ec:8fb::/48,10,2620:1ec:8fb::/48
2620:1ec:8fc::/48,9,2620:1ec:8fc::/48
2620:1ec:900::/48,9,2620:1ec:900::/48
2620:1ec:908::/48,9,2620:1ec::/36
2620:1ec:909::/48,9,2620:1ec:909::/48
2620:1ec:90c::/48,9,2620:1ec:90c::/48
2620:1ec:910::/48,9,2620:1ec::/36
2620:1ec:911::/48,9,2620:1ec:911::/48
2620:1ec:a92::/48,18,2620:1ec:a92::/48
2620:1ec:a::/48,6,2620:1ec:a::/48
2620:1ec:b::/48,3,2620:1ec:b::/48
2620:1ec:bdf::/48,23,2620:1ec::/36
2620:1ec:c11::/48,35,2620:1ec:c11::/48
2620:1ec:c::/48,30,2620:1ec:c::/48
2620:1ec:d::/48,9,2620:1ec:d::/48
2620:1f7:c010::/48,53,2620:1f7:c010::/48
2620:1f:8000::/48,13,2620:1f:8000::/48
2620:1f:8002::/48,14,2620:1f:8002::/48
2620:1f:8004::/48,13,2620:1f:8004::/48
2620:1f:8006::/48,14,2620:1f:8006::/48
2620:28:c000::/48,2,2620:28:c000::/48
2620:2:6000::/48,11,2620:2:6000::/44
2620:32::/48,8,2620:32::/48
2620:37:e000::/48,2,2620:37:e000::/48
2620:38:2000::/48,2,2620:38:2000::/48
2620:49:1::/48,3,2620:49:1::/48
2620:49:2::/48,3,2620:49:2::/48
2620:49:3::/48,7,2620:49:3::/48
2620:49:4::/48,12,2620:49:4::/48
2620:4d:4000::/48,18,2620:4d:4000::/48
2620:4f:8000::/48,21,2620:4f:8000::/48
2620:57:4001::/48,22,2620:57:4001::/48
2620:57:4002::/48,23,2620:57:4002::/48
2620:6:200a::/48,5,2620:6:2000::/44
2620:6e:a003::/48,6,2620:6e:a003::/48
2620:6e:a004::/48,6,2620:6e:a004::/48
2620:6e:a007::/48,6,2620:6e:a007::/48
2620:74:1b::/48,22,2620:74:1b::/48
2620:74:1c::/48,18,2620:74:1c::/48
2620:74:20::/48,11,2620:74:20::/48
2620:74:21::/48,11,2620:74:21::/48
2620:74:2a::/48,4,2620:74:2a::/48
2620:74:2b::/48,5,2620:74:2b::/48
2620:74:2c::/48,6,2620:74:2c::/48
2620:78:200f::/48,52,2620:78:200f::/48
2620:7d:e000::/48,9,2620:7d:e000::/48
2620:82:6000::/48,6,2620:82:6000::/48
2620:95:4001::/48,26,2620:95:4001::/48
2620:95:4002::/48,27,2620:95:4002::/48
2620:9c:2000::/48,2,2620:9c:2000::/48
2620:cb:2000::/48,52,2620:cb:2000::/48
2620:d7:6000::/48,3,2620:d7:6000::/48
2620:fe::/48,45,2620:fe::/48
2800:110:10::/48,45,2800:110:10::/48
2801:140:10::/48,45,2801:140:10::/48
2801:140:dddd::/48,2,2801:140:dddd::/48
2801:140:eeee::/48,2,2801:140:eeee::/48
2801:14:a000::/48,6,2801:14:a000::/48
2801:1b8:10::/48,6,2801:1b8:10::/48
2801:c4:c0::/48,43,2801:c4:c0::/44
2801:c4:d0::/48,3,2801:c4:d0::/48
2803:ad80:aa1::/48,21,2803:ad80:aa1::/48
2803:f800:50::/48,53,2803:f800:50::/45
2803:f800:51::/48,53,2803:f800:50::/45
2803:f800:52::/48,29,2803:f800:52::/48
2803:f800:53::/48,54,2803:f800:50::/45
2803:f800:54::/48,53,2803:f800:50::/45
